"id","year","stint","team","lg","g","ab","r","h","X2b","X3b","hr","rbi","sb","cs","bb","so","ibb","hbp","sh","sf","gidp","batting","decade"
"seguida01",2002,1,"BAL","AL",26,95,10,25,4,0,2,16,0,0,11,22,0,0,0,1,0,0.263157894736842,"2000-2007"
"palmede01",2002,1,"DET","AL",4,12,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,"2000-2007"
"oliveda02",2002,1,"BOS","AL",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2000-2007"
"lewisda01",2002,1,"CHN","NL",58,79,7,19,3,1,0,7,1,3,7,11,0,3,2,0,0,0.240506329113924,"2000-2007"
"fletcda01",2002,1,"TOR","AL",45,127,8,28,6,0,3,22,0,0,4,13,0,0,1,3,4,0.220472440944882,"2000-2007"
"worreti01",2002,1,"SFN","NL",77,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"2000-2007"
"alvarwi01",2002,1,"TBA","AL",2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2000-2007"
"anderbr01",2002,1,"CLE","AL",34,80,4,13,4,0,1,5,4,0,18,23,2,2,0,1,5,0.1625,"2000-2007"
"witasja01",2002,1,"SFN","NL",42,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"2000-2007"
"schmija01",2002,1,"SFN","NL",27,56,3,7,2,0,0,2,0,0,2,28,0,0,4,0,0,0.125,"2000-2007"
"dunstsh01",2002,1,"SFN","NL",72,147,7,34,5,0,1,9,1,0,3,33,0,1,1,1,0,0.231292517006803,"2000-2007"
"snowjt01",2002,1,"SFN","NL",143,422,47,104,26,2,6,53,0,0,59,90,5,7,0,6,11,0.246445497630332,"2000-2007"
"sandere02",2002,1,"SFN","NL",140,505,75,126,23,6,23,85,18,6,47,121,3,12,0,7,10,0.24950495049505,"2000-2007"
"goodwto01",2002,1,"SFN","NL",78,154,23,40,5,2,1,17,16,2,14,25,0,0,3,0,3,0.25974025974026,"2000-2007"
"bellda01",2002,1,"SFN","NL",154,552,82,144,29,2,20,73,1,2,54,80,2,9,6,7,18,0.260869565217391,"2000-2007"
"loftoke01",2002,2,"SFN","NL",46,180,30,48,10,3,3,9,7,3,23,22,0,1,1,0,1,0.266666666666667,"2000-2007"
"santibe01",2002,1,"SFN","NL",126,478,56,133,24,5,16,74,4,2,27,73,8,2,3,7,19,0.278242677824268,"2000-2007"
"kentje01",2002,1,"SFN","NL",152,623,102,195,42,2,37,108,5,1,52,101,3,4,0,3,20,0.313001605136437,"2000-2007"
"bondsba01",2002,1,"SFN","NL",143,403,117,149,31,2,46,110,9,2,198,47,68,9,0,2,4,0.369727047146402,"2000-2007"
"reedst01",2002,1,"SDN","NL",37,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2000-2007"
"hoffmtr01",2002,1,"SDN","NL",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"embreal01",2002,1,"SDN","NL",34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"lankfra01",2002,1,"SDN","NL",81,205,20,46,7,1,6,26,2,2,30,61,3,2,1,2,3,0.224390243902439,"2000-2007"
"gantro01",2002,1,"SDN","NL",102,309,58,81,14,1,18,59,4,6,36,59,1,2,1,5,8,0.262135922330097,"2000-2007"
"nevinph01",2002,1,"SDN","NL",107,407,53,116,16,0,12,57,4,0,38,87,4,1,0,4,12,0.285012285012285,"2000-2007"
"kleskry01",2002,1,"SDN","NL",146,540,90,162,39,1,29,95,6,2,76,86,11,4,1,4,7,0.3,"2000-2007"
"mulhote01",2002,1,"LAN","NL",19,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2000-2007"
"oroscje01",2002,1,"LAN","NL",53,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,"2000-2007"
"jarvike01",2002,1,"SDN","NL",7,9,0,3,0,0,0,0,0,0,2,3,0,0,1,0,0,0.333333333333333,"2000-2007"
"ashbyan01",2002,1,"LAN","NL",27,48,5,6,0,0,1,4,0,0,2,23,0,0,6,0,0,0.125,"2000-2007"
"brownke01",2002,1,"LAN","NL",17,20,2,5,1,0,1,2,0,0,0,11,0,0,2,0,0,0.25,"2000-2007"
"kreutch01",2002,1,"LAN","NL",41,95,8,25,5,0,2,12,1,0,10,31,4,1,0,2,3,0.263157894736842,"2000-2007"
"grissma02",2002,1,"LAN","NL",111,343,57,95,21,4,17,60,5,1,22,68,2,2,0,4,6,0.276967930029155,"2000-2007"
"jordabr01",2002,1,"LAN","NL",128,471,65,134,27,3,18,80,2,2,34,86,3,6,0,4,10,0.284501061571125,"2000-2007"
"greensh01",2002,1,"LAN","NL",158,582,110,166,31,1,42,114,8,5,93,112,22,5,0,5,26,0.285223367697594,"2000-2007"
"hanseda01",2002,1,"LAN","NL",96,120,15,35,6,0,2,17,1,0,14,22,3,0,0,1,2,0.291666666666667,"2000-2007"
"quantpa01",2002,1,"LAN","NL",83,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.333333333333333,"2000-2007"
"whiteri01",2002,1,"COL","NL",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"merckke01",2002,1,"COL","NL",58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2000-2007"
"jonesto02",2002,1,"COL","NL",76,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"2000-2007"
"neaglde01",2002,1,"COL","NL",34,45,5,12,4,0,0,1,0,0,0,11,0,0,5,0,2,0.266666666666667,"2000-2007"
"alomasa02",2002,2,"COL","NL",38,116,8,31,4,0,0,12,0,0,4,19,0,0,0,0,6,0.267241379310345,"2000-2007"
"zeileto01",2002,1,"COL","NL",144,506,61,138,23,0,18,87,1,1,66,92,3,1,0,7,27,0.272727272727273,"2000-2007"
"hollato01",2002,1,"COL","NL",95,298,39,88,21,1,11,48,7,8,26,71,4,1,1,2,8,0.295302013422819,"2000-2007"
"walkela01",2002,1,"COL","NL",136,477,95,161,40,4,26,104,6,5,65,73,6,7,0,4,8,0.337526205450734,"2000-2007"
"swindgr01",2002,1,"ARI","NL",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"stottto01",2002,1,"ARI","NL",5,4,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,"2000-2007"
"morgami01",2002,1,"ARI","NL",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"myersmi01",2002,1,"ARI","NL",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"fettemi01",2002,2,"ARI","NL",33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"helliri01",2002,1,"ARI","NL",29,46,3,2,0,0,0,1,0,0,8,16,0,1,6,0,1,0.0434782608695652,"2000-2007"
"schilcu01",2002,1,"ARI","NL",34,86,7,15,0,0,0,3,0,0,4,26,0,0,8,0,2,0.174418604651163,"2000-2007"
"johnsra05",2002,1,"ARI","NL",34,89,4,12,3,0,0,8,0,0,3,40,0,0,6,1,3,0.134831460674157,"2000-2007"
"bellja01",2002,1,"ARI","NL",32,49,3,8,1,0,2,11,0,0,5,9,0,1,0,1,2,0.163265306122449,"2000-2007"
"gracema01",2002,1,"ARI","NL",124,298,43,75,19,0,7,48,2,0,46,30,6,1,0,3,5,0.251677852348993,"2000-2007"
"willima04",2002,1,"ARI","NL",60,215,29,56,7,2,12,40,3,1,21,41,1,0,0,2,8,0.26046511627907,"2000-2007"
"womacto01",2002,1,"ARI","NL",153,590,90,160,23,5,5,57,29,12,46,80,2,4,6,6,9,0.271186440677966,"2000-2007"
"finlest01",2002,1,"ARI","NL",150,505,82,145,24,4,25,89,16,4,65,73,7,3,1,3,10,0.287128712871287,"2000-2007"
"gonzalu01",2002,1,"ARI","NL",148,524,90,151,19,3,28,103,9,2,97,76,8,5,0,7,12,0.288167938931298,"2000-2007"
"colbrgr01",2002,1,"ARI","NL",72,171,30,57,16,2,10,27,0,0,13,19,1,0,0,1,5,0.333333333333333,"2000-2007"
"whiteri01",2002,2,"SLN","NL",20,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2000-2007"
"timlimi01",2002,1,"SLN","NL",39,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,"2000-2007"
"fasseje01",2002,2,"SLN","NL",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"finlech01",2002,2,"SLN","NL",14,28,2,3,1,0,0,1,0,0,0,12,0,0,5,0,0,0.107142857142857,"2000-2007"
"benesan01",2002,1,"SLN","NL",19,34,3,7,1,0,1,2,0,0,1,9,0,0,2,0,1,0.205882352941176,"2000-2007"
"williwo02",2002,1,"SLN","NL",17,29,3,6,3,0,1,3,0,0,0,9,0,1,5,1,0,0.206896551724138,"2000-2007"
"martiti02",2002,1,"SLN","NL",150,511,63,134,25,1,21,75,3,2,58,71,9,2,1,4,12,0.262230919765166,"2000-2007"
"edmonji01",2002,1,"SLN","NL",144,476,96,148,31,2,28,83,4,3,86,134,14,8,0,6,9,0.310924369747899,"2000-2007"
"fettemi01",2002,1,"PIT","NL",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"villoro01",2002,1,"PIT","NL",44,16,1,4,0,1,0,1,0,0,0,3,0,0,0,0,0,0.25,"2000-2007"
"stairma01",2002,1,"MIL","NL",107,270,41,66,15,0,16,41,2,0,36,50,4,8,0,1,7,0.244444444444444,"2000-2007"
"hammoje01",2002,1,"MIL","NL",128,448,47,115,26,5,9,41,4,5,52,86,0,2,1,7,13,0.256696428571429,"2000-2007"
"younger01",2002,1,"MIL","NL",138,496,57,139,29,3,3,28,31,11,39,38,0,6,8,4,14,0.280241935483871,"2000-2007"
"hernajo01",2002,1,"MIL","NL",152,525,72,151,24,2,24,73,3,5,52,188,5,4,0,1,19,0.287619047619048,"2000-2007"
"harrile01",2002,1,"MIL","NL",122,197,23,60,8,2,3,17,4,1,14,17,1,2,1,1,4,0.304568527918782,"2000-2007"
"gordoto01",2002,2,"HOU","NL",15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2000-2007"
"zaungr01",2002,1,"HOU","NL",76,185,18,41,7,1,3,24,1,0,12,36,1,2,2,1,4,0.221621621621622,"2000-2007"
"biggicr01",2002,1,"HOU","NL",145,577,96,146,36,3,15,58,16,2,50,111,2,17,9,2,15,0.253032928942808,"2000-2007"
"ausmubr01",2002,1,"HOU","NL",130,447,57,115,19,3,6,50,2,3,38,71,3,6,2,3,30,0.257270693512304,"2000-2007"
"merceor01",2002,1,"HOU","NL",123,251,35,72,13,3,6,30,4,0,26,50,5,0,1,3,9,0.286852589641434,"2000-2007"
"bagweje01",2002,1,"HOU","NL",158,571,94,166,33,2,31,98,7,3,101,130,8,10,0,9,16,0.290718038528897,"2000-2007"
"vizcajo01",2002,1,"HOU","NL",125,406,53,123,19,2,5,37,3,5,24,40,2,1,5,2,5,0.302955665024631,"2000-2007"
"stinnke01",2002,1,"CIN","NL",34,93,10,21,5,0,3,13,2,0,15,25,1,0,0,0,1,0.225806451612903,"2000-2007"
"larkiba01",2002,1,"CIN","NL",145,507,72,124,37,2,7,47,13,4,44,57,9,3,6,7,13,0.244575936883629,"2000-2007"
"griffke02",2002,1,"CIN","NL",70,197,17,52,8,0,8,23,1,2,28,39,6,3,0,4,6,0.263959390862944,"2000-2007"
"walketo04",2002,1,"CIN","NL",155,612,79,183,42,3,11,64,8,5,50,81,7,3,7,3,9,0.299019607843137,"2000-2007"
"gordoto01",2002,1,"CHN","NL",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"girarjo01",2002,1,"CHN","NL",90,234,19,53,10,1,1,13,1,0,16,35,3,0,5,1,10,0.226495726495726,"2000-2007"
"gonzaal01",2002,1,"CHN","NL",142,513,58,127,27,5,18,61,5,3,46,136,7,3,4,2,11,0.247563352826511,"2000-2007"
"aloumo01",2002,1,"CHN","NL",132,484,50,133,23,1,15,61,8,0,47,61,4,0,0,3,15,0.274793388429752,"2000-2007"
"mcgrifr01",2002,1,"CHN","NL",146,523,67,143,27,2,30,103,1,2,63,99,6,4,0,5,13,0.273422562141491,"2000-2007"
"sosasa01",2002,1,"CHN","NL",150,556,122,160,19,2,49,108,2,0,103,144,15,3,0,4,14,0.287769784172662,"2000-2007"
"fasseje01",2002,1,"CHN","NL",55,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.333333333333333,"2000-2007"
"timlimi01",2002,2,"PHI","NL",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"plesada01",2002,2,"PHI","NL",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"mesajo01",2002,1,"PHI","NL",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"mabryjo01",2002,1,"PHI","NL",21,21,1,6,0,0,0,3,0,0,1,5,1,0,0,1,0,0.285714285714286,"2000-2007"
"prattto02",2002,1,"PHI","NL",39,106,14,33,11,0,3,16,2,0,24,28,6,4,0,2,3,0.311320754716981,"2000-2007"
"cormirh01",2002,1,"PHI","NL",53,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,"2000-2007"
"weathda01",2002,1,"NYN","NL",68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2000-2007"
"reedst01",2002,2,"NYN","NL",24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2000-2007"
"guthrma01",2002,1,"NYN","NL",65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2000-2007"
"benitar01",2002,1,"NYN","NL",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"trachst01",2002,1,"NYN","NL",29,46,4,5,0,1,0,4,0,0,1,19,0,0,9,0,2,0.108695652173913,"2000-2007"
"leiteal01",2002,1,"NYN","NL",30,53,3,8,1,0,0,2,0,0,8,28,0,0,3,0,2,0.150943396226415,"2000-2007"
"astacpe01",2002,1,"NYN","NL",30,62,3,10,2,0,0,1,0,0,0,31,0,1,6,0,0,0.161290322580645,"2000-2007"
"burnije01",2002,1,"NYN","NL",154,479,65,103,15,0,19,54,10,7,58,135,5,10,1,2,11,0.215031315240084,"2000-2007"
"alomaro01",2002,1,"NYN","NL",149,590,73,157,24,4,11,53,16,4,57,83,4,1,6,1,12,0.266101694915254,"2000-2007"
"piazzmi01",2002,1,"NYN","NL",135,478,69,134,23,2,33,98,0,3,57,82,9,3,0,3,26,0.280334728033473,"2000-2007"
"floydcl01",2002,2,"MON","NL",15,53,7,11,2,0,3,4,1,0,3,10,1,1,0,0,0,0.207547169811321,"2000-2007"
"galaran01",2002,1,"MON","NL",104,292,30,76,12,0,9,40,2,2,30,81,6,9,0,3,8,0.26027397260274,"2000-2007"
"cordewi01",2002,2,"MON","NL",66,143,21,39,9,0,6,29,2,0,17,26,0,2,0,4,3,0.272727272727273,"2000-2007"
"tavarju01",2002,1,"FLO","NL",27,40,3,5,0,0,0,5,0,0,2,17,0,0,5,0,0,0.125,"2000-2007"
"raineti01",2002,1,"FLO","NL",98,89,9,17,3,0,1,7,0,0,22,19,4,1,0,2,3,0.191011235955056,"2000-2007"
"floydcl01",2002,1,"FLO","NL",84,296,49,85,20,0,18,57,10,5,58,68,18,7,0,1,0,0.287162162162162,"2000-2007"
"smoltjo01",2002,1,"ATL","NL",72,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2000-2007"
"remlimi01",2002,1,"ATL","NL",68,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"2000-2007"
"holmeda01",2002,1,"ATL","NL",51,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2000-2007"
"glavito02",2002,1,"ATL","NL",36,68,0,7,1,0,0,3,0,0,3,13,0,0,13,0,5,0.102941176470588,"2000-2007"
"maddugr01",2002,1,"ATL","NL",33,59,6,11,3,0,0,2,1,0,0,8,0,0,9,0,0,0.186440677966102,"2000-2007"
"castivi02",2002,1,"ATL","NL",143,543,56,126,23,2,12,61,4,1,22,69,4,7,0,6,22,0.232044198895028,"2000-2007"
"lopezja01",2002,1,"ATL","NL",109,347,31,81,15,0,11,52,0,1,26,63,8,8,0,4,15,0.23342939481268,"2000-2007"
"francju01",2002,1,"ATL","NL",125,338,51,96,13,1,6,30,5,1,39,75,3,1,2,3,13,0.284023668639053,"2000-2007"
"sheffga01",2002,1,"ATL","NL",135,492,82,151,26,0,25,84,12,2,72,53,2,11,0,4,16,0.306910569105691,"2000-2007"
"valdeis01",2002,1,"TEX","AL",2,3,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,"2000-2007"
"parkch01",2002,1,"TEX","AL",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2000-2007"
"burbada01",2002,1,"TEX","AL",2,5,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0.2,"2000-2007"
"hollato01",2002,2,"TEX","AL",39,132,16,34,6,0,5,19,1,0,14,27,0,0,2,1,0,0.257575757575758,"2000-2007"
"evereca01",2002,1,"TEX","AL",105,374,47,100,16,0,16,62,2,3,33,77,4,6,1,4,7,0.267379679144385,"2000-2007"
"palmera01",2002,1,"TEX","AL",155,546,99,149,34,0,43,105,2,0,104,94,16,6,0,7,10,0.272893772893773,"2000-2007"
"gonzaju03",2002,1,"TEX","AL",70,277,38,78,21,1,8,35,2,0,17,56,1,1,0,1,11,0.28158844765343,"2000-2007"
"rodriiv01",2002,1,"TEX","AL",108,408,67,128,32,2,19,60,5,4,25,71,2,2,1,4,13,0.313725490196078,"2000-2007"
"rogerke01",2002,1,"TEX","AL",3,3,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0.666666666666667,"2000-2007"
"rhodear01",2002,1,"SEA","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"moyerja01",2002,1,"SEA","AL",2,5,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0.2,"2000-2007"
"offerjo01",2002,2,"SEA","AL",29,47,9,11,2,1,1,4,1,1,4,9,0,0,0,0,3,0.234042553191489,"2000-2007"
"cirilje01",2002,1,"SEA","AL",146,485,51,121,20,0,6,54,8,4,31,67,0,9,13,9,12,0.249484536082474,"2000-2007"
"sierrru01",2002,1,"SEA","AL",122,419,47,113,23,0,13,60,4,0,31,66,5,0,0,2,17,0.269689737470167,"2000-2007"
"mclemma01",2002,1,"SEA","AL",104,337,54,91,17,2,7,41,18,10,61,63,1,1,4,4,3,0.270029673590504,"2000-2007"
"martied01",2002,1,"SEA","AL",97,328,42,91,23,0,15,59,1,1,67,69,8,6,0,6,6,0.277439024390244,"2000-2007"
"boonebr01",2002,1,"SEA","AL",155,608,88,169,34,3,24,107,12,5,53,102,4,6,2,6,11,0.277960526315789,"2000-2007"
"olerujo01",2002,1,"SEA","AL",154,553,85,166,39,0,22,102,0,0,98,66,6,5,0,12,19,0.300180831826401,"2000-2007"
"bordepa01",2002,1,"SEA","AL",4,4,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0.5,"2000-2007"
"myersgr01",2002,1,"OAK","AL",65,144,15,32,5,0,6,21,0,0,26,36,3,0,0,0,4,0.222222222222222,"2000-2007"
"justida01",2002,1,"OAK","AL",118,398,54,106,18,3,11,49,4,1,70,66,3,1,0,2,12,0.266331658291457,"2000-2007"
"mabryjo01",2002,2,"OAK","AL",89,193,27,53,13,1,11,40,1,1,14,37,1,1,0,3,7,0.274611398963731,"2000-2007"
"cookde01",2002,1,"ANA","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"appieke01",2002,1,"ANA","AL",2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,"2000-2007"
"seleaa01",2002,1,"ANA","AL",1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5,"2000-2007"
"jacksmi02",2002,1,"MIN","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"guarded01",2002,1,"MIN","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"princto01",2002,1,"MIN","AL",51,125,14,28,7,1,4,16,1,3,14,26,0,4,3,2,4,0.224,"2000-2007"
"reedri01",2002,1,"MIN","AL",2,4,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0.25,"2000-2007"
"suppaje01",2002,1,"KCA","AL",2,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,"2000-2007"
"grimsja01",2002,1,"KCA","AL",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"hernaro01",2002,1,"KCA","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"maynebr01",2002,1,"KCA","AL",101,326,35,77,8,2,4,30,4,4,34,54,1,2,4,4,8,0.236196319018405,"2000-2007"
"perezne01",2002,1,"KCA","AL",145,554,65,131,20,4,3,37,8,9,20,53,2,0,5,6,11,0.236462093862816,"2000-2007"
"easleda01",2002,1,"DET","AL",85,304,29,68,14,1,8,30,1,3,27,43,3,11,1,3,4,0.223684210526316,"2000-2007"
"wickmbo01",2002,1,"CLE","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"finlech01",2002,1,"CLE","AL",2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,"2000-2007"
"cordewi01",2002,1,"CLE","AL",6,18,1,4,0,0,0,1,0,0,0,3,0,0,0,0,1,0.222222222222222,"2000-2007"
"lawtoma02",2002,1,"CLE","AL",114,416,71,98,19,2,15,57,8,9,59,34,0,8,1,0,13,0.235576923076923,"2000-2007"
"vizquom01",2002,1,"CLE","AL",151,582,85,160,31,5,14,72,18,10,56,64,3,8,7,10,7,0.274914089347079,"2000-2007"
"burksel01",2002,1,"CLE","AL",138,518,92,156,28,0,32,91,2,3,44,108,3,6,1,1,13,0.301158301158301,"2000-2007"
"thomeji01",2002,1,"CLE","AL",147,480,101,146,19,2,52,118,1,2,122,139,18,5,0,6,5,0.304166666666667,"2000-2007"
"valenjo03",2002,1,"CHA","AL",135,474,70,118,26,4,25,75,3,3,43,99,2,2,3,5,9,0.248945147679325,"2000-2007"
"claytro01",2002,1,"CHA","AL",112,342,51,86,14,2,7,35,5,1,20,67,0,3,7,4,7,0.251461988304094,"2000-2007"
"thomafr04",2002,1,"CHA","AL",148,523,77,132,29,1,28,92,3,0,88,115,2,7,0,10,10,0.252390057361377,"2000-2007"
"loftoke01",2002,1,"CHA","AL",93,352,68,91,20,6,8,42,22,8,49,51,0,0,4,1,0,0.258522727272727,"2000-2007"
"graffto01",2002,1,"CHA","AL",70,229,35,60,12,4,6,31,2,1,22,38,1,2,4,2,2,0.262008733624454,"2000-2007"
"alomasa02",2002,1,"CHA","AL",51,167,21,48,10,1,7,25,0,0,5,14,0,1,1,2,5,0.287425149700599,"2000-2007"
"loaizes01",2002,1,"TOR","AL",2,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.166666666666667,"2000-2007"
"mondera01",2002,1,"TOR","AL",75,299,51,67,16,1,15,45,9,2,31,57,1,3,0,2,8,0.224080267558528,"2000-2007"
"delgaca01",2002,1,"TOR","AL",143,505,103,140,34,2,33,108,1,0,102,126,18,13,0,8,8,0.277227722772277,"2000-2007"
"vaughgr01",2002,1,"TBA","AL",69,251,28,41,10,2,8,29,3,2,41,82,1,3,0,2,5,0.163346613545817,"2000-2007"
"flahejo01",2002,1,"TBA","AL",76,281,27,73,20,0,4,33,2,2,15,50,0,1,2,4,6,0.259786476868327,"2000-2007"
"gomezch02",2002,1,"TBA","AL",130,461,51,122,31,3,10,46,1,3,21,58,0,7,6,3,8,0.264642082429501,"2000-2007"
"wellsda01",2002,1,"NYA","AL",2,4,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,"2000-2007"
"stantmi02",2002,1,"NYA","AL",6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2000-2007"
"hitchst01",2002,1,"NYA","AL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"whitero02",2002,1,"NYA","AL",126,455,59,109,21,0,14,62,1,2,25,86,1,8,1,5,11,0.23956043956044,"2000-2007"
"mondera01",2002,2,"NYA","AL",71,270,39,65,18,0,11,43,6,4,28,46,2,2,0,2,3,0.240740740740741,"2000-2007"
"venturo01",2002,1,"NYA","AL",141,465,68,115,17,0,27,93,3,1,90,101,9,2,0,5,14,0.247311827956989,"2000-2007"
"vandejo02",2002,1,"NYA","AL",84,219,30,57,17,1,6,20,1,1,23,58,3,0,0,3,7,0.26027397260274,"2000-2007"
"mussimi01",2002,1,"NYA","AL",2,5,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,"2000-2007"
"willibe02",2002,1,"NYA","AL",154,612,102,204,37,2,19,102,8,4,83,97,7,3,0,1,19,0.333333333333333,"2000-2007"
"wakefti01",2002,1,"BOS","AL",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"clemero02",2002,1,"NYA","AL",3,3,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0.666666666666667,"2000-2007"
"martipe02",2002,1,"BOS","AL",2,5,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,"2000-2007"
"burkejo03",2002,1,"BOS","AL",2,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"2000-2007"
"henderi01",2002,1,"BOS","AL",72,179,40,40,6,1,5,16,8,2,38,47,0,4,0,1,3,0.223463687150838,"2000-2007"
"offerjo01",2002,1,"BOS","AL",72,237,39,55,10,0,4,27,8,5,33,29,0,1,1,3,9,0.232067510548523,"2000-2007"
"baergca01",2002,1,"BOS","AL",73,182,17,52,11,0,2,19,6,0,7,20,1,2,1,2,6,0.285714285714286,"2000-2007"
"sanchre01",2002,1,"BOS","AL",107,357,46,102,12,3,1,38,2,2,17,31,1,2,5,5,9,0.285714285714286,"2000-2007"
"floydcl01",2002,3,"BOS","AL",47,171,30,54,21,0,7,18,4,0,15,28,0,2,0,2,6,0.315789473684211,"2000-2007"
"ramirma02",2002,1,"BOS","AL",120,436,84,152,31,0,33,107,0,0,73,85,14,8,0,1,13,0.348623853211009,"2000-2007"
"groombu01",2002,1,"BAL","AL",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"2000-2007"
"ericksc01",2002,1,"BAL","AL",2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,"2000-2007"
"bordimi01",2002,1,"BAL","AL",117,367,37,85,19,3,8,36,7,4,35,63,0,3,6,2,9,0.231607629427793,"2000-2007"
"coninje01",2002,1,"BAL","AL",116,451,44,123,26,4,15,63,8,0,25,66,6,2,0,10,10,0.272727272727273,"2000-2007"
"lopezja01",2003,1,"ATL","NL",129,457,89,150,29,3,43,109,0,1,33,90,5,4,0,1,10,0.328227571115974,"2000-2007"
"loftoke01",2003,1,"PIT","NL",84,339,58,94,19,4,9,26,18,5,28,29,1,2,2,3,2,0.277286135693215,"2000-2007"
"loftoke01",2003,2,"CHN","NL",56,208,39,68,13,4,3,20,12,4,18,22,2,2,5,3,4,0.326923076923077,"2000-2007"
"loaizes01",2003,1,"CHA","AL",2,5,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0.2,"2000-2007"
